date,title,txt
2021.10.25 13:58,"SK가스, 내년 중간배당 도입…연간 당기순이익 최대 40% 배당","[SK가스 제공]
SK가스[018670]는 주주환원 정책의 일환으로 내년부터 중간배당을 도입하고, 연간 당기순이익의 최대 40%까지 배당금을 지급하기로 했다고 25일 밝혔다.

그간 연말 배당만 시행해온 SK가스는 내년부터 주주들에게 상반기 결산 후 한 번, 연말 결산 후 다시 한번 등 총 두 번의 배당금을 지급할 계획이다.

배당액은 연간 별도 당기순이익의 20~40%에서 총액이 결정되며, 점진적으로 우상향하는 배당 정책의 방향성을 갖고 추진하겠다고 회사는 설명했다.

이번에 결정된 배당정책은 2023년까지 적용되며, SK가스는 향후 3년 주기로 정기적인 검토를 거쳐 배당정책을 발표할 예정이다.


SK가스 관계자는 ""회사와 주주가 함께 성장하고 이익을 공유할 수 있도록 다양한 주주친화 정책을 추진하고 이를 통해 ESG(환경·사회·지배구조) 경영을 더욱 강화할 것""이라고 말했다.

[연합뉴스]

Copyrights ⓒ 연합뉴스. 무단 전재 및 재배포금지"
2021.10.25 13:42,"""카카오페이 청약 90만원 넣으면 1주 준다고 했는데…받을 수 있을까요?""[르포]","카카오페이 청약이 시작된 25일 오전 10시 한국투자증권 여의도 영업점. [사진 = 김정은 기자]
""카카오페이는 90만원만 넣어도 공모주를 다 똑같이 준다고 하더라고요. 그래서 90만원만 딱 넣었어요. 여기 영업점은 한산해도 온라인으로 하는 사람들이 엄청 많을텐데 1주만 돼도 다행이라고 생각해요.""

IPO(기업공개) 대어 카카오페이의 일반 공모 청약이 시작된 25일 오전 10시 삼성증권 여의도 영업점에서 만난 60대 A씨의 말이다. 이날 오전 삼성증권 여의도 영업점은 대기 인원이 한 명도 없을 정도로 한산했다. 최근에는 온라인과 모바일, 자동응답시스템(ARS) 등으로 간편하게 공모주 청약을 할 수 있기 때문이다.

이날 오전 삼성증권 여의도 영업점에 카카오페이 일반 공모주 청약을 위해 직접 방문한 A씨 역시 관계자에게 받은 모바일 청약 안내문을 보며 청약을 넣었다. A씨는 안내문을 보고 5분도 채 되지 않는 시간에 20주를 넣었다.

이날 오전 찾은 한국투자증권 여의도 영업점도 대기인원이 따로 없었다. 이곳 입구 바로 옆에는 청약을 할 수 있도록 놓인 전화 몇 대와 카카오페이 청약 방법 안내문이 붙어져 있었다.

한국투자증권 관계자는 ""최근 공모주 청약이 통 없다가 카카오페이 청약이 오랜만에 있는 건데, 오늘 오전 고령층 투자자 한 두분이 다녀가신 것 빼고는 아직 방문을 많이 해주시진 않았다""며 ""요즘에 젊은 분들은 대부분 모바일이나 온라인으로 하시기 때문에 영업점엔 오지 않으신다""고 밝혔다. 그러면서 ""통상 청약 마지막 날에 투자자분들이 몰리는 경향이 있다""고 덧붙였다.

이날 오전 영업점은 한산했지만 온라인과 ARS를 통한 청약 경쟁률은 빠르게 치솟고 있다. 실제 이날 삼성증권 고객 상담 전화는 오전부터 불통이었다. 이날 오전 삼성증권 고객 상담 직원 연결은 약 1시간 이상이 소요될 정도였다.

청약 주관사 삼성증권 등에 따르면 오후 12시 기준 최고 경쟁률은 인수단으로 합류한 한국투자증권이 8.08대 1을 기록 중이다. 같은 시간 삼성증권의 경쟁률은 3.26대 1이다. 공동주관사로 참여한 대신증권이 1.25대 1, 한국투자증권과 마찬가지로 인수단으로 참여한 신한금융투자 6.32대 1 등을 기록 중이다.

◆ 카카오페이, 공모주 사상 첫 '100% 균등 배분'



카카오페이 공모가 확정일인 지난 22일 오후 서울의 한 증권사 영업부에 관련 내용이 적힌 배너가 놓여 있다. [사진 출처 = 연합뉴스]
IPO 일정을 두 차례 미뤘던 카카오페이는 이날부터 26일까지 양일간 일반 투자자를 대상으로 청약 신청을 받은 뒤 내달 3일 상장한다. 앞서 카카오페이는 기관 투자자 수요예측에서 1714.47대1의 경쟁률을 기록하며 흥행에 성공했다. 이에 일반 공모주 청약에서도 흥행을 이어갈지 이목이 쏠린다.

카카오페이 일반 공모주 청약의 특징은 공모주 사상 처음으로 '100% 균등 배분'을 한다는 점이다. 이전까지 IPO는 모두 증거금 규모가 클수록 더 많은 공모주를 받을 수 있는 비례방식이었다. 균등 배분은 금융당국이 일반 청약자들의 접근성을 높이기 위해 올해부터 시행했다.

카카오페이는 균등분배 최소 단위인 20주(증거금 90만원)만 청약하면 모두 같은 수의 주식을 배분받을 수 있다. 즉 증거금으로 90만원을 넣어도 1억을 넣어도 똑같은 기회를 얻을 수 있는 것이다.

금융투자업계에 따르면 카카오페이 일반 공모주 청약 물량은 총 공모주식의 25%인 425만주다. 삼성증권(청약 물량 230만주), 대신증권(106만주), 한국투자증권(70만주), 신한금융투자(17만주)를 통해 청약할 수 있다. 4개 증권사 모두 일반 공모주 신청 첫날인 25일에 오후 10시까지 청약 신청을 받는다. 청약 마감일인 다음날은 오후 4시에 청약이 마감된다.

공모가 9만원을 기준으로 카카오페이의 시가총액은 약 11조7000억원이다. 상장 첫날 '따상'(공모가 2배에 시초가를 형성한 뒤 상한가 기록·공모가 대비 수익률 160%)에 성공하면 시가총액은 30조원을 넘어서게 될 전망이다.

◆ 증권사 ""카카오페이, 카카오플랫폼과 시너지낼 것""



카카오페이 일반 공모주 청약이 시작된 25일 오전 10시 한국투자증권 여의도 영업점. [사진 = 김정은 기자]
증권가에서는 카카오페이에 대한 낙관적인 전망을 내놓고 있다. 규제 이슈가 있지만 카카오페이는 금융상품 관련 라이선스 확보를 위해 노력하겠다고 밝혀 규제로 인한 금융서비스 중단에 대한 우려는 크지 않다는 분석이다.

김동희 메리츠증권 연구원은 ""카카오페이에 대한 높은 이용자 충성도, 카카오톡 플랫폼에 근거한 네트워크 효과 및 빅데이터 경쟁력, 공모자금을 통해 증권 리테일·디지털 손해보험사 자본 확충·이커머스 파트너쉽·유망 핀테크 M&A 등으로 국내 대표 핀테크 플랫폼으로서의 경쟁력은 한층 더 강화될 것""이라며 ""금융소비자 보호법 등과 같이 핀테크 시장 성장에 따른 사회적 책임과 소비자 보호 이슈 제기되나 카카오페이는 증권·보험 라이선스를 직접 취득하는 전략 선택하고 있어 중장기 규제리스크에서 가장 자유로울수 있다""고 밝혔다.


최관순 SK증권 연구원은 ""카카오페이의 성장 배경에도 카카오플랫폼 시너지가 존재한다""며 ""카카오프렌즈 캐릭터 활용 마케팅, 카카오톡 친구에 송금, 카카오커머스의 데이터 확보, 카카오뱅크와의 신용평가모형 개발 및 고도화를 위한 데이터 협력 등 다양한 카카오 계열회사와 시너지를 발생시켰다""고 했다. 그러면서 ""카카오 계열사와의 전략적 협업은 카카오 계열사의 산업 내 위상이 높은 만큼 카카오페이 이용자 확보에 필요한 비용절감이 가능하고, 데이터 공유를 통해 소비자 효용을 극대화할 수 있는 신규금융상품 개발에도 용이하다""고 말했다.

현재 카카오페이의 누적 가입자는 3650만명, 월간활성이용자수(MAU)는 약 2000만명에 달한다. 지난해 매출액은 2843억원으로 전년보다 101.6% 증가했다. 반면 영업이익은 179억원 적자를 기록했지만 지난 상반기 26억원의 영업이익을 세우며 처음으로 흑자 전환했다.

[김정은 매경닷컴 기자]
[ⓒ 매일경제 & mk.co.kr, 무단전재 및 재배포 금지]"
2021.10.25 13:31,"농협금융, 3분기 누적 당기순이익 1조8247억원…전년동기比 24.9%↑","[사진 = 매경 DB]
NH농협금융지주는 올 3분기 누적 당기순이익 1조 8247억원을 달성했다고 25일 밝혔다.

은행·비은행 계열사의 균형 성장과 대손비용 감소 등으로 전년 동기 대비 24.9% 늘었으며 타 금융그룹과는 달리 농협금융이 농업·농촌을 위해 지원하는 농업지원사업비 3345억원을 감안한 당기순이익은 2조 583억원이다.

이자이익은 저원가성 예금의 증가 및 대출자산의 성장에 힙입어 전년 동기 대비 5.9% 증가한 6조 3134억원을 기록했다. 비이자이익은 1조 5331억원으로 전년 동기 대비 30.2% 늘었다. 수수료이익은 전년 동기 대비 17.7% 증가한 1조 4265억원을 기록했으며 유가증권·외환파생손익 또한 변동성 확대에 대응한 전략적 자산운용의 결과로 전년 동기 대비 33.6% 늘어난 1조 983억원을 기록했다.

자산건전성 지표는 고정이하여신비율 0.37%, 대손충당금적립률 176.30%를 기록하며 양호한 흐름을 이어갔다. 수익성 지표는 ROE 10.57%, ROA 0.60%(농업지원사업비 전 ROE 11.92%, ROA 0.66%)를 기록했다.

핵심 자회사인 농협은행의 당기순이익은 1조 2375억원으로 전년 동기 대비 10.9% 증가했다. 이자이익은 전년 동기 대비 8.2% 늘었고 신용손실충당금전입액은 30.4% 감소했다. 고정이하여신비율 0.30%, 대손충당금적립률 187.89%를 기록하는 등 건전성 지표들도 개선됐다.


NH투자증권은 전년 동기 대비 48.1% 증가한 7425억원의 당기순이익을 기록했고 이 외 NH농협생명 1142억원, NH농협손해보험 876억원, NH농협캐피탈 908억원 등 비은행 계열사들도 실적 성장세를 유지하며 NH농협금융의 손익 증대를 견인했다.

농협금융 관계자는 ""4분기에 금리·환율 등의 시장변동성 확대에 전략적으로 대응하고 잠재적 부실자산에 대한 리스크관리 강화를 지속할 계획""이라며 ""특히, 질적 성장을 통한 핵심 성장동력 확보와 고효율 경영체질 개선 등 핵심 과제를 중점 수행할 것""이라고 말했다.

[류영상 매경닷컴 기자]
[ⓒ 매일경제 & mk.co.kr, 무단전재 및 재배포 금지]"
2021.10.25 13:06,녹십자랩셀 3분기 영업익 103억원…작년 동기 대비 253.1%↑,"GC녹십자랩셀
코스닥 상장사 녹십자랩셀[144510]은 연결 기준 올해 3분기 영업이익이 103억원으로 지난해 동기보다 253.1% 증가한 것으로 잠정 집계됐다고 25일 공시했다.

매출은 383억원으로 작년 동기 대비 60.4% 증가했다. 순이익은 77억원으로 474.6% 늘었다.

[연합뉴스]

Copyrights ⓒ 연합뉴스. 무단 전재 및 재배포금지"
2021.10.25 12:35,"CJ ENM, SM엔터 인수설에 ""검토 중…확정된 것 없어""","CJ ENM, SM엔터 인수설에 ""검토 중…확정된 것 없어""
▶ 여기를 누르시면 크게 보실 수 있습니다
CJ ENM이 K팝 대표 기획사 SM엔터테인먼트 인수를 검토하고 있지만 확정된 내용은 없다는 공식 입장을 내놨다.

CJ ENM은 25일 풍문 또는 보도에 대한 답변 공시를 통해 ""음악 콘텐츠 사업 강화를 위해 SM엔터테인먼트 지분 인수 및 사업 시너지 등을 검토하고 있지만, 확정된 바(내용)가 없다""고 밝혔다.

이와 관련해 최근 가요계에서는 SM엔터테인먼트 창립자이자 최대 주주인 이수만 대표가 자신의 지분을 매각하려 한다는 소식이 전해졌다. SM 반기보고서를 보면 이수만 대표의 지분율은 18.72%다.

CJ ENM은 드라마와 영화, 공연, 음악 등 다양한 장르의 콘텐츠와 이를 유통하는 플랫폼을 가진 문화 기업으로 SM엔터테인먼트를 인수할 경우 K팝 관련 사업을 대폭 강화할 것으로 보인다.


SM에는 레드벨벳, 엑소, NCT, 에스파 등 전 세계에서 큰 인기를 누리는 그룹이 소속돼 있다.

[연합뉴스]

Copyrights ⓒ 연합뉴스. 무단 전재 및 재배포금지"
2021.10.25 12:35,"'환승연애' 성공에 한 달 새 25% 오른 CJ ENM…티빙 인기, SM인수설 등 호재 이어져","CJ ENM [사진 출처 = 연합뉴스]
미디어콘텐츠 대장주 CJ ENM의 주가가 한 달 새 25% 오르며 견조한 움직임을 보이고 있다. CJ ENM 온라인 동영상 서비스(OTT) '티빙'의 콘텐츠가 인기를 끌면서 유료 가입자 수를 급상승시킨 데 따른 영향으로 풀이된다.

25일 오후 12시 18분 현재 CJ ENM은 전일대비 400원(0.22%) 오른 18만6300원에 거래되고 있다.

이날 장 초반 19만1600원을 기록하며 52주 신고가를 경신했다.

같은 시각 코스닥 시장은 대부분 내림세를 유지하고 있다. 코스닥은 0.27% 내리며 약세를 보이고 있다. 코스닥 시가총액 상위 10개 종목 중 오름세를 보이는 종목은 CJ ENM, 에코프로비엠 2종목뿐이다.

CJ ENM은 지난 7월 18만9000원으로 고점을 찍은 후 계속해서 하락장을 이어오다가 지난 8월 20일 14만3600원으로 바닥을 찍었다. 이후 14만8000원대에서 15만5000원대까지 횡보하다가 이달을 기점으로 상승 폭을 키웠다.

기관 투자자와 외국인 투자자의 순매수세가 주가 상승을 견인하고 있다. 이달 들어 기관 투자자는 1007억원, 외국인 투자자는 141억원을 사들였다. 지난달 외국인 투자자와 기관 투자자가 각각 81억원, 74억원 팔아 치운 것과는 대조적이다.

반면 개인 투자자는 이달 들어 '팔자'세를 보이기 시작했다. 지난달 개인 투자자는 CJ ENM 157억원 어치를 순매수했으나 이달에는 1173억원을 던졌다.


티빙 커넥트 2021 [사진 출처 = 티빙]
증권가에서는 CJ ENM에 낙관적인 리포트를 내놓고 있다. 자체 온라인 동영상 서비스(OTT)인 '티빙'의 콘텐츠가 인기를 끌면서 주가 상승에 긍정적인 영향을 준 것이라는 분석이다.

이현지 유진투자증권 연구원은 ""3분기 (티빙의) 유료 가입자는 180만명 정도로 추정되는데 '환승연애', '스트릿 우먼 파이터' 등 텐트폴 드라마가 아닌 예능 콘텐츠로 신규 구독자를 유치하고 있다는 점이 주목할 만하다""며 ""연말 200만명 가입자 돌파는 무리 없이 달성할 수 있을 것""으로 전망했다. 그러면서 ""티빙 성장세를 고려해 미디어 실적 추정치를 상향함에 따라 목표 주가를 24만원으로 4.3% 상향 조정한다""고 말했다.

아울러 엔터주 대표급인 SM엔터테인먼트 인수 가능성에 대한 기대감이 높아지면서 호조로 작용하고 있다.

당초 SM엔터테인먼트 인수를 두고 CJ ENM과 카카오가 경쟁하는 듯했다. 하지만 플랫폼 규제 여파로 사업 확장에 부담을 느낀 카카오가 한 발 뒤로 물러나는 분위기다.


CJ ENM이 SM엔터테인먼트를 인수하게 된다면 음악 산업에서 사업성을 확장할 수 있게 될 것이며 기존의 플랫폼과 공연 기획 등을 연계해 시너지를 창출할 수 있을 것으로 보인다.

이기훈 하나금융투자 연구원은 ""SM엔터테인먼트가 보유한 아티스트들의 IP(지적재산권)이 CJ ENM의 자산으로 편입되며 이를 통해 티빙의 구독자 수와 보유 채널들의 시청률에 긍정적인 영향을 줄 것""이라고 전망했다.

[변덕호 매경닷컴 기자]
[ⓒ 매일경제 & mk.co.kr, 무단전재 및 재배포 금지]"
2021.10.25 12:22,CG가 이게 뭐야…전지현 드라마 '지리산' 관련주 동반 급락,"[사진 제공 = tvN]
배우 전지현, 주지훈 주연의 tvN 15주년 특별기획 드라마 '지리산'이 어색한 CG(컴퓨터 그래픽) 등으로 혹평을 받자 드라마 제작사 에이스토리 등 관련주가 급락세를 보이고 있다.

25일 오전 11시 40분 현재 에이스토리는 전일 대비 8800원(17.76%) 내린 4만750원에 거래되고 있다.

에이스토리는 드라마 지리산에 대한 기대감이 높아지면서 지난달 중순 3만원선에서 지난 20일 장중 5만300원까지 63.5%나 급등했다. 특히 최근 넷플릭스 오리지널 드라마 '오징어게임'이 글로벌 흥행에 성공한 이후 미디어·콘텐츠업체들의 주가가 크게 오르면서 에이스토리의 주가도 덩달아 뛰었다.

하지만 지난 23일 드라마가 첫 방송을 시작한 이후 주가가 오히려 급락하는 모습이다. 같은 시간 공동제작을 맡은 스튜디오드래곤도 2.31% 하락 중이다.

같은 시간 태평양물산도 11.81% 급락 중이다. 태평양물산의 자회사 나다아퍼시픽은 아웃도어 전문 OEM업체로 아웃도어 브랜드 네파를 OEM생산하고 있다. 네파는 지리산의 제작 후원사로, 극중 등장인물들이 네파의 아웃도어를 입는다.

지리산은 지리산 국립공원을 배경으로 산과 사람을 지키는 '국립공원 레인저'들의 이야기를 다룬 미스터리 드라마다. 배우 전지현, 주지훈 등 국내 정상급 배우들과 '시그널', '킹덤' 등을 집필한 김은희 작가, '미스터선샤인', '태양의 후예', '스위트홈' 등을 연출한 이응복 감독 등이 한 팀을 이룬 작품이기에 방영 전부터 화제를 모았다.


시청률도 호조를 보이고 있다. 24일 방송된 2회 시청률은 수도권 가구 기준 평균 12.2%, 최고 14.4%로 지상파를 포함한 전 채널 동시간대 1위를 기록했다.

하지만 드라마의 CG 등에 대해서는 혹평이 이어지고 있다. 지리산 구석구석을 오가는 레인저들의 모습과 함께 CG가 높은 비중으로 사용됐는데, 몇몇 장면에서 과도한 CG와 어색한 지리산 합성 장면 등이 눈에 띄어 ""몰입이 힘들었다""는 반응이 나왔다. 또한 삽입된 배경음악이 지리산 자연의 분위기를 살리지 못했다는 지적도 제기됐다.

[고득관 매경닷컴 기자]
[ⓒ 매일경제 & mk.co.kr, 무단전재 및 재배포 금지]"
2021.10.25 11:40,"""에너지 가격 안정 시 외인 돌아온다""…대비는 연2.99% 자금으로","흥국증권은 ""에너지 가격 안정 기대감이 확산하면 외국인 투자 자금의 본격적인 국내 증시 유입 가능성이 크다""라고 전망했다. 이어 ""국내 증시는 3분기 들어 조정이 깊어지면서 아시아 다른 국가의 증시에 비해 상대적으로 부진했다""라며 ""다만 ""외국인 투자자들의 공격적인 매도 흐름은 지난주 중반 이후로 일단락된 모습""이라고 평가했다. 또 ""이는 9월 연방공개시장위원회(FOMC) 의사록에서 자산매입 축소(테이퍼링)가 시사된 이후 시점""이라고 강조했다.




이 같은 시장에 최근 대출 금리를 대폭 인하한 스탁론이 나와 투자자들의 주목을 받고 있다. 주가의 상승이 기대되는 종목을 발견했을 때, 부족한 투자금이 아쉬웠던 투자자들에게 좋은 소식이자 기회라고 할 수 있다.

‘골드스탁론’은 최근 '연 2.99%' 상품을 출시해 투자자들로부터 큰 인기를 얻고 있다. 또한 오르지 않는 금리로 오랫동안 이용할 수 있어, 장기 투자자들에게는 좋은 소식이 아닐 수 없다.

골드스탁론에 대해 자세히 알고 싶은 투자자는 고객센터(1588-5356)로 연락하면 대출 여부와 상관없이 24시간 언제든 전문상담원과 편리한 상담이 가능하다. 보다 자세한 내용은 골드스탁론 홈페이지를 통해 확인할 수 있다.

골드스탁론 바로가기

편리한 카톡상담 바로가기 https://open.kakao.com/o/sL8gaC6

☎ 골드스탁론 문의전화 : 1833-6338

◆ 연 2.99%, 업계 최저금리!

◆ 한종목 100% 집중투자, 자기자본 포함 최대 4배까지 투자 가능

◆ ETF를 포함한 1500여 종목 매매 가능

◆ 모든 매수불가금지 종목, 전 종목 매수 상담 가능

◆ 증권사 매도없이 쓰던 계좌 그대로 신용/미수 상환 대환대출

◆ 미수동결계좌도 신청 가능


<오늘의 관심종목>

LG, 대덕전자, 나이스정보통신, 에어부산, 일동제약

[위 내용은 매경닷컴의 편집방향과 무관하며, 해당업체에서 제공된 내용입니다.]
[ⓒ 매일경제 & mk.co.kr, 무단전재 및 재배포 금지]"
2021.10.25 11:10,'차세대 발전기술 집중 종목' 중장기 투자는 연2.99% 금리로,"NH투자증권은 두산중공업에 대해 ""상반기 총 수주실적은 전년 동기보다 26.3% 증가한 2조3000억원, 하반기에도 한림해상풍력단지 등을 비롯해 최고 5조7000억원의 추가 수주물량을 확보할 전망”이라고 분석했다. 이어 ""탄소중립을 위한 글로벌 대응이 본격화하는 상황 속에서도 차세대 발전기술에 집중하며 더욱 주목받고 있다""라며 ""차세대 LNG 가스터빈을 2023년에 출신할 예정""이라고 분석했다. 또 ""앞으로 해상풍력발전과 초소형원자로(SMR), 수소가스터빈 시장에도 활발히 진출할 계획”이라고 덧붙였다.




이 같은 시장에 최근 대출금리를 대폭 인하한 스탁론이 나와 주식 투자자들의 주목을 받고 있다. 주가의 상승이 기대되는 종목을 발견하였을 때, 부족한 투자금이 아쉬웠던 시장 참여자들에겐 좋은 소식이 아닐 수 없다.

‘야호스탁론’은 최근 금리를 대폭 인하했으며, 자유롭게 이용하며 마이너스 통장식으로 쓸 수 있는 상품을 출시했다. '연 2.99%' 상품은 야호스탁론이 유일하며, 오르지 않는 금리로 오랫동안 이용할 수 있어 인기를 끌고 있다.

야호스탁론에 대해 자세히 알고 싶은 투자자는 고객센터 (1577-8724)로 연락하면 대출 여부와 상관없이 24시간 언제든 전문상담원과 편리한 상담이 가능하다. 보다 자세한 내용은 야호스탁론 홈페이지를 통해 확인할 수 있다.

야호스탁론 바로가기

☎ 야호스탁론 문의전화 : 1577-8724

◆ 연 2.99%, 업계 최저금리!

◆ 한종목 100% 집중투자, 자기자본 포함 최대 4배까지 투자 가능

◆ ETF를 포함한 1500여 종목 매매 가능

◆ 모든 매수불가금지 종목, 전 종목 매수 상담 가능

◆ 증권사 매도없이 쓰던 계좌 그대로 신용/미수 상환 대환대출

◆ 미수동결계좌도 신청 가능


<오늘의 관심종목>

아센디오, 성문전자우, 유틸렉스, 웹케시, 디지아이

[위 내용은 매경닷컴의 편집방향과 무관하며, 해당업체에서 제공된 내용입니다.]
[ⓒ 매일경제 & mk.co.kr, 무단전재 및 재배포 금지]"
2021.10.25 11:04,"[아이넷 AI 로봇 기자] 특징주, 글로벌텍스프리-면세점 테마 상승세에 6.65% ↑","25일 면세점 테마가 전일 대비 3.00% 상승하면서 강세를 보이는 가운데 관련주로 주목받고 있는 글로벌텍스프리(204620)가 전일 대비 6.65% 상승하며 급등하고 있다. 글로벌텍스프리는 2014년 7월 설립된 SPAC로 알려져 있다.

◆면세점 테마 조정 후 관심집중 +3.00% 최근 5일 개인 410.24억원 순매수
면세점 테마는 최근에 소폭의 조정이 있었지만 오늘 다시 반등을 시도하며 전일 대비 3.00% 상승하고 있다. 이 기간 동안 개인 투자자들이 관련 종목을 꾸준히 사모아 410.24억원어치 순매수했으며, 외국인과 기관은 관련 종목을 각각 -224.73억원, -185.04억원 순매도 한 것으로 나타났다.

<그래프> 주체별 매매동향




◆글로벌텍스프리(6.65%), 토니모리(4.08%) 등이 상승 주도
이 시각 현재 면세점 테마 내의 종목들이 전반적으로 상승세를 보이며 좋은 모습을 보여주고 있다. 상승폭으로는 글로벌텍스프리가 6.65%로 선두권에 있으며 토니모리(4.08%), 현대백화점(3.64%) 등이 오름세를 보이고 있다.

<그래프> 면세점 테마 주요 종목 등락률




◆글로벌텍스프리의 퀀트 재무 점수 15.03점, 테마 내 4위
글로벌텍스프리의 퀀트 재무 점수는 15.03점으로 면세점 관련 다른 종목 평균 보다 성장성과 안정성 점수가 높지만, 퀀트 재무 순위는 4위(총 7종목)에 그쳤다.
반면에 HDC은 다른 종목 평균 대비 높은 성장성과 안정성, 수익성 점수로 퀀트 재무 순위 1위를 차지했다.

<표>테마내 재무점수 상위 종목


※퀀트 재무 점수는 로보알고리즘이 각 기업의 매출액증가율, 자기자본증가율, 부채비율, 유동비율, ROA, ROE 등을 토대로 분석한 결과이다.



[아이넷 AI 로봇 기자]

※ 이 기사는 매일경제신문과 금융 AI 전문기업 씽크풀이 공동 개발한 기사 자동생성 알고리즘에 의해 로봇 아이넷이 작성한 기사입니다.

[ⓒ 매일경제 & mk.co.kr, 무단전재 및 재배포 금지]"
2021.10.25 11:04,"[아이넷 AI 로봇 기자] 특징주, SNT에너지-셰일가스(Shale Gas) 테마 상승세에 5.33% ↑","25일 셰일가스(Shale Gas) 테마가 전일 대비 3.28% 상승하면서 강세를 보이는 가운데 관련주로 주목받고 있는 SNT에너지(100840)가 전일 대비 5.33% 상승하며 급등하고 있다. SNT에너지는 열교환기 및 배열회수보일러 제조업체로 알려져 있다.

◆셰일가스(Shale Gas) 테마 오름세로 반전 +3.28% 최근 5일 개인 413.39억원 순매수
셰일가스(Shale Gas) 테마는 최근에 다소 큰 폭으로 조정을 받았으나 오늘 다시 반등을 시도하며 전일 대비 3.28% 상승하고 있다. 이 기간 동안 개인 투자자들이 413.39억원 순매수하며 테마 상승세를 주도했고, 외국인과 기관은 관련 종목을 각각 -579.89억원 순매도, 149.67억원 순매수한 것으로 나타났다.

<그래프> 주체별 매매동향




◆두산중공업(13.72%), 비에이치아이(8.32%) 등이 상승 주도
이 시각 현재 셰일가스(Shale Gas) 테마 내의 종목들이 전반적으로 상승세를 보이며 좋은 모습을 보여주고 있다. 상승폭으로는 두산중공업이 13.72%로 선두권에 있으며 비에이치아이(8.32%), 한국카본(7.73%) 등이 오름세를 보이고 있다.

<그래프> 셰일가스(Shale Gas) 테마 주요 종목 등락률




◆SNT에너지, 재무 안정성 및 수익성 높은 편
SNT에너지의 퀀트 재무 점수는 50.55점으로 셰일가스(Shale Gas) 관련 다른 종목 평균 보다 안정성과 수익성 점수가 높아, 테마 내에서 4위를 차지했다.
이는 재무적인 측면에서 SNT에너지의 대내외 경제환경 변화에 대한 대응 능력과 효율적인 수익창출 능력이 테마 내 다른 종목에 비해 양호함을 알 수 있다.

<표>테마내 재무점수 상위 종목


※퀀트 재무 점수는 로보알고리즘이 각 기업의 매출액증가율, 자기자본증가율, 부채비율, 유동비율, ROA, ROE 등을 토대로 분석한 결과이다.



[아이넷 AI 로봇 기자]

※ 이 기사는 매일경제신문과 금융 AI 전문기업 씽크풀이 공동 개발한 기사 자동생성 알고리즘에 의해 로봇 아이넷이 작성한 기사입니다.

[ⓒ 매일경제 & mk.co.kr, 무단전재 및 재배포 금지]"
2021.10.25 11:03,"[아이넷 AI 로봇 기자] 특징주, 한전KPS-원자력발전 테마 상승세에 5.12% ↑","25일 원자력발전 테마가 전일 대비 4.21% 상승하면서 강세를 보이는 가운데 관련주로 주목받고 있는 한전KPS(051600)이 전일 대비 5.12% 상승하며 급등하고 있다. 한전KPS은 발전설비 운전 및 정비사업 영위하는 한국전력의 자회사로 알려져 있다.

◆원자력발전 테마 관심 집중 +4.21% 최근 5일 기관/개인 815.62억원 순매수


최근 다소 혼조세를 보이던원자력발전 테마는 이시간 전일 대비 4.21% 오르며 강하게 상승하고 있다. 이 기간 동안 기관과 개인은 관련 종목을 410.52억원, 405.1억원어치 사모았고, 외국인은 -851.17억원 순매도 한 것으로 나타났다.

<그래프> 주체별 매매동향




◆한신기계(21.73%), 일진파워(14.47%) 등이 상승 주도
이 시각 현재 원자력발전 테마 내의 종목들이 전반적으로 상승세를 보이며 좋은 모습을 보여주고 있다. 상승폭으로는 한신기계가 21.73%로 선두권에 있으며 일진파워(14.47%), 두산중공업(13.72%) 등이 오름세를 보이고 있다.

<그래프> 원자력발전 테마 주요 종목 등락률




◆한전KPS, 재무 성장성 및 안정성, 수익성 모두 높은 편
한전KPS 성장성, 안정성, 수익성 모두 테마의 평균 점수를 상회하면서 퀀트 재무 순위 4위(총 36종목)를 차지했다.
이는 재무적인 측면에서 테마 내 다른 종목들에 비해 한전KPS의 투자 매력도가 높은 편이라고 해석될 수 있다.

<표>테마내 재무점수 상위 종목


※퀀트 재무 점수는 로보알고리즘이 각 기업의 매출액증가율, 자기자본증가율, 부채비율, 유동비율, ROA, ROE 등을 토대로 분석한 결과이다.



[아이넷 AI 로봇 기자]

※ 이 기사는 매일경제신문과 금융 AI 전문기업 씽크풀이 공동 개발한 기사 자동생성 알고리즘에 의해 로봇 아이넷이 작성한 기사입니다.

[ⓒ 매일경제 & mk.co.kr, 무단전재 및 재배포 금지]"
